chr	start	end	intensity	experiment
chr14	72397500	72487500	-9	minusE2
chr14	70997500	71097500	-9	minusE2
chr14	68147500	68247500	-9	minusE2
chr14	67997500	68142500	-9	minusE2
chr14	67332500	67402500	-9	minusE2
chr14	66877500	66947500	-9	minusE2
chr14	66622500	66752500	-9	minusE2
chr14	65662500	65957500	-9	minusE2
chr14	65167500	65392500	-9	minusE2
chr14	64632500	64957500	-9	minusE2
chr14	62717500	62932500	-9	minusE2
chr14	57117500	57367500	-9	minusE2
chr14	51177500	51267500	-9	minusE2
chr14	49862500	50797500	-9	minusE2
chr14	49012500	49117500	-9	minusE2
chr14	46837500	47257500	-9	minusE2
chr14	39902500	39967500	-9	minusE2
chr14	34827500	34902500	-9	minusE2
chr14	32837500	32927500	-9	minusE2
chr14	29217500	29302500	-9	minusE2
chr14	28272500	28372500	-9	minusE2
chr14	27812500	27912500	-9	minusE2
chr14	19862500	19977500	-9	minusE2
chr14	18807500	18882500	-9	minusE2
chr14	18657500	18892500	-9	minusE2
chr14	116932500	117882500	-8	minusE2
chr14	13087500	13162500	-9	minusE2
chr14	102002500	102082500	-8	minusE2
chr14	92872500	92952500	-8	minusE2
chr14	83392500	83457500	-8	minusE2
chr14	88667500	88757500	-8	minusE2
chr14	92162500	92222500	-8	minusE2
chr14	89442500	89547500	-8	minusE2
chr14	80712500	80797500	-8	minusE2
chr14	75302500	75462500	-8	minusE2
chr14	66287500	66787500	-8	minusE2
chr14	67377500	67477500	-8	minusE2
chr14	65617500	65712500	-8	minusE2
chr14	62552500	62837500	-8	minusE2
chr14	60297500	60697500	-8	minusE2
chr14	59932500	59997500	-8	minusE2
chr14	56392500	56662500	-8	minusE2
chr14	51337500	51387500	-8	minusE2
chr14	50827500	50912500	-8	minusE2
chr14	50382500	50462500	-8	minusE2
chr14	48677500	48852500	-8	minusE2
chr14	38992500	39452500	-8	minusE2
chr14	46202500	46292500	-8	minusE2
chr14	38932500	39017500	-8	minusE2
chr14	31657500	32077500	-8	minusE2
chr14	72382500	72517500	-7	minusE2
chr14	55682500	55922500	-7	minusE2
chr14	51107500	51357500	-7	minusE2
chr14	39992500	40062500	-7	minusE2
chr14	38297500	38402500	-7	minusE2
chr14	14027500	14107500	-8	minusE2
chr14	5902500	5942500	-8	minusE2
chr14	49772500	49837500	-9	minusE2
chr14	79982500	80032500	-9	minusE2
chr14	75422500	75497500	-10	minusE2
chr14	75647500	75712500	-10	minusE2
chr14	55122500	55217500	-11	minusE2
chr14	87572500	87637500	-11	minusE2
chr14	116747500	116827500	-11	minusE2
chr14	25122500	25217500	-12	minusE2
chr14	30957500	31012500	-12	minusE2
chr14	25462500	25547500	-12	minusE2
chr14	25122500	25182500	-12	minusE2
chr14	60697500	60772500	-12	minusE2
chr14	122327500	122422500	-12	minusE2
chr14	30197500	30252500	-13	minusE2
chr14	21167500	21237500	-14	minusE2
chr14	45562500	45602500	-14	minusE2
chr14	63622500	63722500	-15	minusE2
chr14	67517500	67562500	-15	minusE2
chr14	70367500	70407500	-15	minusE2
chr14	79967500	80002500	-15	minusE2
chr14	105632500	105672500	-15	minusE2
chr14	56827500	56877500	-16	minusE2
chr14	21562500	21607500	-17	minusE2
chr14	58077500	58147500	-17	minusE2
chr14	59652500	59702500	-17	minusE2
chr14	30257500	30302500	-18	minusE2
chr14	23912500	23957500	-18	minusE2
chr14	121607500	121752500	-20	minusE2
chr14	27182500	27417500	-21	minusE2
chr14	7962500	8042500	-21	minusE2
chr14	54092500	54127500	-21	minusE2
chr14	45877500	46722500	-21	minusE2
chr14	69862500	70132500	-21	minusE2
chr14	66192500	66287500	-21	minusE2
chr14	59612500	60017500	-21	minusE2
chr14	76877500	77007500	-21	minusE2
chr14	76152500	76477500	-21	minusE2
chr14	104042500	104202500	-21	minusE2
chr14	87472500	88982500	-21	minusE2
chr14	46882500	47087500	-22	minusE2
chr14	33332500	33367500	-22	minusE2
chr14	54062500	54157500	-22	minusE2
chr14	52122500	52192500	-22	minusE2
chr14	55822500	55862500	-22	minusE2
chr14	54842500	55012500	-22	minusE2
chr14	65332500	65382500	-22	minusE2
chr14	60322500	60367500	-22	minusE2
chr14	65872500	65967500	-22	minusE2
chr14	65667500	65782500	-22	minusE2
chr14	120137500	120277500	-22	minusE2
chr14	70162500	70302500	-22	minusE2
chr14	13357500	13917500	-23	minusE2
chr14	120137500	120402500	-22	minusE2
chr14	31702500	31742500	-23	minusE2
chr14	31387500	31432500	-23	minusE2
chr14	61652500	62252500	-23	minusE2
chr14	55122500	55162500	-23	minusE2
chr14	33692500	33932500	-23	minusE2
chr14	104032500	104462500	-23	minusE2
chr14	66317500	66352500	-23	minusE2
chr14	20577500	20657500	-24	minusE2
chr14	60302500	60377500	-24	minusE2
chr14	20802500	20872500	-24	minusE2
chr14	118617500	118767500	-24	minusE2
chr14	60522500	60692500	-24	minusE2
chr14	32532500	32587500	-25	minusE2
chr14	103552500	103682500	-29	minusE2
chr14	79617500	80212500	-29	minusE2
chr14	66392500	66787500	-29	minusE2
chr14	31272500	31332500	-29	minusE2
chr14	12577500	13197500	-29	minusE2
chr14	47337500	47397500	-28	minusE2
chr14	31387500	31472500	-28	minusE2
chr14	32227500	32472500	-27	minusE2
chr14	121282500	121452500	-26	minusE2
chr14	52172500	52217500	-26	minusE2
chr14	44977500	45137500	-26	minusE2
chr14	40917500	40977500	-26	minusE2
chr14	20767500	20872500	-26	minusE2
chr14	55682500	55742500	-25	minusE2
chr14	47752500	48367500	-25	minusE2
chr14	121927500	122062500	-29	minusE2
chr14	54902500	55012500	-30	minusE2
chr14	31952500	32032500	-30	minusE2
chr14	19707500	19817500	-31	minusE2
chr14	65417500	65572500	-31	minusE2
chr14	63382500	63472500	-31	minusE2
chr14	55022500	55097500	-39	minusE2
chr14	22567500	22927500	-35	minusE2
chr14	76502500	77007500	-32	minusE2
chr14	75877500	76077500	-31	minusE2
chr14	63892500	64047500	-44	minusE2
chr14	33212500	33302500	-47	minusE2
chr14	52297500	52337500	-43	minusE2
chr14	64627500	64752500	-39	minusE2
chr15	85605000	85875000	-21	minusE2
chr15	91965000	92165000	-27	minusE2
chr15	37825000	37885000	-35	minusE2
chr15	90255000	90335000	-39	minusE2
chr15	81235000	81305000	-44	minusE2
chr15	58595000	58875000	-22	minusE2
chr15	37355000	37905000	-22	minusE2
chr15	36275000	36575000	-22	minusE2
chr15	34295000	34435000	-22	minusE2
chr15	5195000	6205000	-22	minusE2
chr15	102765000	103175000	-21	minusE2
chr15	97395000	97515000	-21	minusE2
chr15	96705000	96935000	-21	minusE2
chr15	94775000	94965000	-21	minusE2
chr15	93435000	93575000	-21	minusE2
chr15	82465000	82665000	-21	minusE2
chr15	54425000	54765000	-21	minusE2
chr15	54085000	54265000	-21	minusE2
chr15	41185000	41815000	-21	minusE2
chr15	37995000	38505000	-21	minusE2
chr15	26165000	26305000	-21	minusE2
chr15	12365000	12745000	-21	minusE2
chr15	101335000	101765000	-20	minusE2
chr15	93915000	94035000	-20	minusE2
chr15	91785000	92175000	-20	minusE2
chr15	86265000	86415000	-20	minusE2
chr15	78185000	78335000	-20	minusE2
chr15	77415000	77685000	-20	minusE2
chr15	74765000	75185000	-20	minusE2
chr15	64985000	65075000	-20	minusE2
chr15	64695000	65635000	-20	minusE2
chr15	54855000	54975000	-20	minusE2
chr15	41455000	41655000	-20	minusE2
chr15	41165000	41725000	-20	minusE2
chr15	40665000	41025000	-20	minusE2
chr15	35155000	35295000	-20	minusE2
chr15	34535000	35355000	-20	minusE2
chr15	30075000	30125000	-20	minusE2
chr15	26475000	27195000	-20	minusE2
chr15	21115000	21405000	-20	minusE2
chr15	6835000	7225000	-20	minusE2
chr15	99495000	99775000	-19	minusE2
chr15	97785000	97965000	-19	minusE2
chr15	95765000	95975000	-19	minusE2
chr15	93705000	93905000	-19	minusE2
chr15	91875000	92175000	-19	minusE2
chr15	87625000	88395000	-19	minusE2
chr15	85265000	85485000	-19	minusE2
chr15	84935000	85065000	-19	minusE2
chr15	77515000	77665000	-19	minusE2
chr15	73995000	74265000	-19	minusE2
chr15	73725000	74545000	-19	minusE2
chr15	71735000	71845000	-19	minusE2
chr15	68935000	69575000	-19	minusE2
chr15	64385000	64625000	-19	minusE2
chr15	54615000	54775000	-19	minusE2
chr15	52805000	53785000	-19	minusE2
chr15	46035000	46125000	-19	minusE2
chr15	41985000	42675000	-19	minusE2
chr15	41185000	41325000	-19	minusE2
chr15	34155000	34425000	-19	minusE2
chr15	7905000	8045000	-19	minusE2
chr15	6885000	7025000	-19	minusE2
chr15	3445000	3585000	-19	minusE2
chr15	3295000	3905000	-19	minusE2
chr15	102695000	103175000	-18	minusE2
chr15	94775000	95045000	-18	minusE2
chr15	92065000	92235000	-18	minusE2
chr15	90995000	91295000	-18	minusE2
chr15	78255000	78535000	-18	minusE2
chr15	66675000	67095000	-18	minusE2
chr15	60095000	61095000	-18	minusE2
chr15	58175000	58875000	-18	minusE2
chr15	56345000	56685000	-18	minusE2
chr15	55695000	56055000	-18	minusE2
chr15	55565000	55905000	-18	minusE2
chr15	40175000	40655000	-18	minusE2
chr15	39365000	40135000	-18	minusE2
chr15	36605000	36785000	-18	minusE2
chr15	35295000	36145000	-18	minusE2
chr15	34535000	36155000	-18	minusE2
chr15	32025000	32235000	-18	minusE2
chr15	11235000	11345000	-18	minusE2
chr15	99105000	99265000	-17	minusE2
chr15	96475000	96955000	-17	minusE2
chr15	88395000	88655000	-17	minusE2
chr15	83155000	83515000	-17	minusE2
chr15	82805000	83315000	-17	minusE2
chr15	76985000	77225000	-17	minusE2
chr15	73995000	74445000	-17	minusE2
chr15	71475000	72035000	-17	minusE2
chr15	68435000	68795000	-17	minusE2
chr15	66675000	68235000	-17	minusE2
chr15	65095000	65245000	-17	minusE2
chr15	64765000	65825000	-17	minusE2
chr15	62445000	62525000	-17	minusE2
chr15	60835000	61095000	-17	minusE2
chr15	38015000	38485000	-17	minusE2
chr15	30935000	31135000	-17	minusE2
chr15	30175000	30425000	-17	minusE2
chr15	24595000	25795000	-17	minusE2
chr15	19475000	21525000	-17	minusE2
chr15	11575000	11735000	-17	minusE2
chr15	6075000	6215000	-17	minusE2
chr15	100465000	100685000	-16	minusE2
chr15	97365000	97655000	-16	minusE2
chr15	96695000	97135000	-16	minusE2
chr15	94975000	95295000	-16	minusE2
chr15	93265000	93575000	-16	minusE2
chr15	93095000	93205000	-16	minusE2
chr15	91165000	91575000	-16	minusE2
chr15	89925000	90155000	-16	minusE2
chr15	88255000	88395000	-16	minusE2
chr15	87625000	88535000	-16	minusE2
chr15	87345000	87535000	-16	minusE2
chr15	85315000	85485000	-16	minusE2
chr15	78265000	78585000	-16	minusE2
chr15	77525000	77735000	-16	minusE2
chr15	43285000	43485000	-16	minusE2
chr15	42955000	43535000	-16	minusE2
chr15	34975000	35355000	-16	minusE2
chr15	34535000	34975000	-16	minusE2
chr15	31635000	31875000	-16	minusE2
chr15	11005000	11965000	-16	minusE2
chr15	5575000	5745000	-16	minusE2
chr15	5305000	5415000	-16	minusE2
chr15	5105000	6205000	-16	minusE2
chr15	101545000	102065000	-15	minusE2
chr15	96545000	96935000	-15	minusE2
chr15	93265000	94225000	-15	minusE2
chr15	87925000	88245000	-15	minusE2
chr15	78185000	78535000	-15	minusE2
chr15	77385000	77465000	-15	minusE2
chr15	74005000	74355000	-15	minusE2
chr15	73835000	74145000	-15	minusE2
chr15	54195000	54355000	-15	minusE2
chr15	47575000	47925000	-15	minusE2
chr15	43775000	43995000	-15	minusE2
chr15	37145000	37435000	-15	minusE2
chr15	34535000	35925000	-15	minusE2
chr15	31615000	32565000	-15	minusE2
chr15	30795000	31265000	-15	minusE2
chr15	19475000	20405000	-15	minusE2
chr15	10645000	10875000	-15	minusE2
chr15	8625000	9115000	-15	minusE2
chr15	102695000	102985000	-14	minusE2
chr15	98895000	99095000	-14	minusE2
chr15	92445000	92945000	-14	minusE2
chr15	91195000	91375000	-14	minusE2
chr15	88245000	88655000	-14	minusE2
chr15	88155000	88535000	-14	minusE2
chr15	86895000	87535000	-14	minusE2
chr15	82265000	82805000	-14	minusE2
chr15	77415000	77755000	-14	minusE2
chr15	67255000	67365000	-14	minusE2
chr15	66905000	67435000	-14	minusE2
chr15	60305000	60465000	-14	minusE2
chr15	59895000	60105000	-14	minusE2
chr15	42165000	42675000	-14	minusE2
chr15	40175000	40435000	-14	minusE2
chr15	38285000	38625000	-14	minusE2
chr15	36165000	36705000	-14	minusE2
chr15	33365000	33635000	-14	minusE2
chr15	26895000	27185000	-14	minusE2
chr15	22905000	23035000	-14	minusE2
chr15	10505000	10985000	-14	minusE2
chr15	7235000	7445000	-14	minusE2
chr15	4555000	4715000	-14	minusE2
chr15	101435000	101625000	-13	minusE2
chr15	95765000	96385000	-13	minusE2
chr15	92435000	93445000	-13	minusE2
chr15	91165000	91475000	-13	minusE2
chr15	86575000	87545000	-13	minusE2
chr15	77985000	78335000	-13	minusE2
chr15	72115000	72365000	-13	minusE2
chr15	63025000	63175000	-13	minusE2
chr15	55295000	56045000	-13	minusE2
chr15	48285000	48505000	-13	minusE2
chr15	38685000	39335000	-13	minusE2
chr15	35355000	36145000	-13	minusE2
chr15	13135000	14055000	-13	minusE2
chr15	10485000	11385000	-13	minusE2
chr15	6385000	6625000	-13	minusE2
chr15	4465000	4645000	-13	minusE2
chr15	4075000	4295000	-13	minusE2
chr15	3215000	3915000	-13	minusE2
chr15	3205000	4045000	-13	minusE2
chr15	101245000	101985000	-12	minusE2
chr15	100035000	100455000	-12	minusE2
chr15	98085000	98505000	-12	minusE2
chr15	90465000	90845000	-12	minusE2
chr15	88475000	88665000	-12	minusE2
chr15	86745000	86965000	-12	minusE2
chr15	85725000	86025000	-12	minusE2
chr15	68935000	69925000	-12	minusE2
chr15	64695000	65825000	-12	minusE2
chr15	59385000	60825000	-12	minusE2
chr15	52715000	53125000	-12	minusE2
chr15	49455000	49615000	-12	minusE2
chr15	42095000	42275000	-12	minusE2
chr15	40385000	40645000	-12	minusE2
chr15	39855000	41085000	-12	minusE2
chr15	39225000	39845000	-12	minusE2
chr15	31635000	32435000	-12	minusE2
chr15	22165000	22385000	-12	minusE2
chr15	15245000	18815000	-12	minusE2
chr15	13075000	14025000	-12	minusE2
chr15	12865000	14065000	-12	minusE2
chr15	12195000	12795000	-12	minusE2
chr15	8385000	8885000	-12	minusE2
chr15	7705000	7965000	-12	minusE2
chr15	101945000	102025000	-11	minusE2
chr15	82825000	83525000	-11	minusE2
chr15	75195000	75535000	-11	minusE2
chr15	72525000	73185000	-11	minusE2
chr15	67175000	67725000	-11	minusE2
chr15	65315000	65635000	-11	minusE2
chr15	56505000	56755000	-11	minusE2
chr15	54615000	55015000	-11	minusE2
chr15	53115000	53425000	-11	minusE2
chr15	48435000	48775000	-11	minusE2
chr15	34905000	35335000	-11	minusE2
chr15	25995000	26625000	-11	minusE2
chr15	20455000	21115000	-11	minusE2
chr15	4205000	4425000	-11	minusE2
chr15	75845000	76155000	-10	minusE2
chr15	73835000	74695000	-10	minusE2
chr15	52505000	54415000	-10	minusE2
chr15	17105000	18815000	-10	minusE2
chr15	6785000	8315000	-10	minusE2
chr15	91165000	92235000	-9	minusE2
chr15	66905000	68415000	-9	minusE2
chr15	5615000	6205000	-9	minusE2
chr15	68935000	70925000	-22	minusE2
chr15	74755000	74905000	-22	minusE2
chr15	71505000	71675000	-22	minusE2
chr15	77975000	78425000	-22	minusE2
chr15	77975000	78245000	-22	minusE2
chr15	88045000	88245000	-22	minusE2
chr15	80555000	80695000	-22	minusE2
chr15	5945000	6035000	-23	minusE2
chr15	99595000	99775000	-22	minusE2
chr15	34535000	35295000	-23	minusE2
chr15	25225000	25305000	-23	minusE2
chr15	54075000	54765000	-23	minusE2
chr15	41165000	41975000	-23	minusE2
chr15	72515000	73045000	-23	minusE2
chr15	58975000	59205000	-23	minusE2
chr15	80095000	80255000	-23	minusE2
chr15	78915000	79035000	-23	minusE2
chr15	90075000	90165000	-23	minusE2
chr15	84675000	84925000	-23	minusE2
chr15	95435000	95525000	-23	minusE2
chr15	91175000	91755000	-23	minusE2
chr15	100345000	100465000	-23	minusE2
chr15	97465000	97575000	-23	minusE2
chr15	26015000	26165000	-24	minusE2
chr15	102785000	102915000	-23	minusE2
chr15	58215000	58355000	-24	minusE2
chr15	30475000	30645000	-24	minusE2
chr15	72815000	73025000	-24	minusE2
chr15	58945000	59365000	-24	minusE2
chr15	36185000	36485000	-25	minusE2
chr15	95075000	95195000	-24	minusE2
chr15	77155000	77335000	-25	minusE2
chr15	38545000	38655000	-25	minusE2
chr15	96715000	96835000	-25	minusE2
chr15	90565000	90675000	-25	minusE2
chr15	36165000	36575000	-26	minusE2
chr15	102235000	102345000	-25	minusE2
chr15	66295000	66475000	-26	minusE2
chr15	37455000	37905000	-26	minusE2
chr15	80525000	80615000	-26	minusE2
chr15	73595000	73695000	-26	minusE2
chr15	92265000	93225000	-26	minusE2
chr15	82635000	82705000	-26	minusE2
chr15	54075000	54415000	-27	minusE2
chr15	99495000	99905000	-26	minusE2
chr15	66795000	66895000	-27	minusE2
chr15	58185000	58335000	-27	minusE2
chr15	84265000	84525000	-27	minusE2
chr15	68425000	70925000	-27	minusE2
chr15	88565000	88645000	-27	minusE2
chr15	86245000	87545000	-27	minusE2
chr15	91305000	91475000	-27	minusE2
chr15	89375000	89475000	-27	minusE2
chr15	3355000	3585000	-28	minusE2
chr15	35295000	35915000	-28	minusE2
chr15	27655000	27885000	-28	minusE2
chr15	55365000	55505000	-28	minusE2
chr15	43775000	44415000	-28	minusE2
chr15	81245000	81355000	-28	minusE2
chr15	80285000	80435000	-28	minusE2
chr15	91775000	92235000	-28	minusE2
chr15	90255000	90555000	-28	minusE2
chr15	92445000	92595000	-28	minusE2
chr15	103075000	103155000	-36	minusE2
chr15	97855000	97945000	-36	minusE2
chr15	94265000	94515000	-36	minusE2
chr15	83635000	83755000	-36	minusE2
chr15	81445000	81665000	-36	minusE2
chr15	77985000	78085000	-36	minusE2
chr15	6905000	7445000	-36	minusE2
chr15	101075000	101175000	-35	minusE2
chr15	6915000	7235000	-35	minusE2
chr15	96755000	96825000	-34	minusE2
chr15	84265000	84395000	-34	minusE2
chr15	59085000	59195000	-34	minusE2
chr15	37715000	37765000	-34	minusE2
chr15	11755000	11965000	-34	minusE2
chr15	77985000	78175000	-33	minusE2
chr15	81075000	81315000	-32	minusE2
chr15	37115000	37905000	-32	minusE2
chr15	81075000	81355000	-30	minusE2
chr15	38055000	38255000	-30	minusE2
chr15	27335000	27445000	-30	minusE2
chr15	101325000	102065000	-29	minusE2
chr15	91975000	92235000	-29	minusE2
chr15	85265000	85385000	-29	minusE2
chr15	76975000	77365000	-29	minusE2
chr15	68435000	68925000	-29	minusE2
chr15	64765000	64915000	-29	minusE2
chr15	27475000	27595000	-29	minusE2
chr15	25485000	25625000	-29	minusE2
chr15	100835000	101005000	-28	minusE2
chr15	97245000	97605000	-28	minusE2
chr15	94785000	94885000	-28	minusE2
chr15	11585000	11965000	-37	minusE2
chr15	99095000	99195000	-37	minusE2
chr15	59215000	59285000	-37	minusE2
chr15	40165000	41035000	-39	minusE2
chr15	12385000	12505000	-39	minusE2
chr15	80345000	80435000	-39	minusE2
chr15	59085000	59285000	-39	minusE2
chr15	100265000	100325000	-39	minusE2
chr15	82835000	82895000	-40	minusE2
chr15	38095000	38155000	-40	minusE2
chr15	66175000	66275000	-41	minusE2
chr15	101525000	101775000	-40	minusE2
chr15	8245000	8305000	-43	minusE2
chr15	84995000	85075000	-42	minusE2
chr15	103255000	103305000	-51	minusE2
chr15	102485000	102535000	-49	minusE2
chr15	98875000	98925000	-49	minusE2
chr15	75565000	75675000	-47	minusE2
chr15	58955000	59315000	-47	minusE2
chr15	101075000	101145000	-46	minusE2
chr15	40165000	41075000	-46	minusE2
chr15	37985000	38035000	-46	minusE2
chr15	11995000	12115000	-52	minusE2
chr15	101335000	101975000	-57	minusE2
chr15	103015000	103165000	-53	minusE2
chr15	58975000	59295000	-62	minusE2
chr15	11405000	11965000	-85	minusE2
chr15	101525000	101975000	-73	minusE2
chr15	25995000	26325000	-67	minusE2
chr15	84777500	84812500	-17	minusE2
chr15	8632500	8882500	-22	minusE2
chr15	72082500	72517500	-25	minusE2
chr15	55307500	55547500	-30	minusE2
chr15	79947500	80077500	-36	minusE2
chr15	75007500	75057500	-31	minusE2
chr15	85897500	86137500	-16	minusE2
chr15	84447500	84612500	-16	minusE2
chr15	83427500	83462500	-16	minusE2
chr15	82817500	83037500	-16	minusE2
chr15	64177500	64632500	-16	minusE2
chr15	57892500	58022500	-16	minusE2
chr15	39367500	39837500	-16	minusE2
chr15	39222500	39292500	-16	minusE2
chr15	37137500	37337500	-16	minusE2
chr15	36712500	36762500	-16	minusE2
chr15	31317500	31587500	-16	minusE2
chr15	28027500	28177500	-16	minusE2
chr15	27327500	27582500	-16	minusE2
chr15	5242500	6207500	-16	minusE2
chr15	5237500	5917500	-16	minusE2
chr15	102472500	102512500	-15	minusE2
chr15	101092500	101147500	-15	minusE2
chr15	100497500	100612500	-15	minusE2
chr15	100252500	100382500	-15	minusE2
chr15	99497500	99592500	-15	minusE2
chr15	98667500	98802500	-15	minusE2
chr15	92452500	92487500	-15	minusE2
chr15	92002500	92037500	-15	minusE2
chr15	90242500	90922500	-15	minusE2
chr15	88832500	88877500	-15	minusE2
chr15	85992500	86032500	-15	minusE2
chr15	85392500	85582500	-15	minusE2
chr15	84447500	84527500	-15	minusE2
chr15	82902500	83047500	-15	minusE2
chr15	82142500	82237500	-15	minusE2
chr15	82077500	82237500	-15	minusE2
chr15	81522500	81582500	-15	minusE2
chr15	81962500	82002500	-15	minusE2
chr15	81387500	81427500	-15	minusE2
chr15	81382500	81612500	-15	minusE2
chr15	80717500	80872500	-15	minusE2
chr15	79547500	79592500	-15	minusE2
chr15	78182500	78232500	-15	minusE2
chr15	73622500	73687500	-15	minusE2
chr15	67172500	68237500	-15	minusE2
chr15	36292500	36482500	-15	minusE2
chr15	34042500	34427500	-15	minusE2
chr15	27647500	27822500	-15	minusE2
chr15	24722500	25417500	-15	minusE2
chr15	13717500	13762500	-15	minusE2
chr15	12437500	12487500	-15	minusE2
chr15	8127500	8162500	-15	minusE2
chr15	8247500	8327500	-15	minusE2
chr15	8512500	8562500	-15	minusE2
chr15	7462500	7812500	-15	minusE2
chr15	4642500	4677500	-15	minusE2
chr15	102562500	102672500	-14	minusE2
chr15	99502500	99667500	-14	minusE2
chr15	98882500	98997500	-14	minusE2
chr15	97197500	97607500	-14	minusE2
chr15	93267500	93437500	-14	minusE2
chr15	90677500	90837500	-14	minusE2
chr15	89232500	89272500	-14	minusE2
chr15	87627500	88252500	-14	minusE2
chr15	85717500	85877500	-14	minusE2
chr15	85317500	85582500	-14	minusE2
chr15	84262500	84447500	-14	minusE2
chr15	81832500	81987500	-14	minusE2
chr15	81382500	81637500	-14	minusE2
chr15	81027500	81352500	-14	minusE2
chr15	80087500	80217500	-14	minusE2
chr15	79272500	79347500	-14	minusE2
chr15	76207500	76337500	-14	minusE2
chr15	75007500	75147500	-14	minusE2
chr15	72082500	73042500	-14	minusE2
chr15	66697500	66752500	-14	minusE2
chr15	66297500	66442500	-14	minusE2
chr15	64192500	64307500	-14	minusE2
chr15	59232500	59277500	-14	minusE2
chr15	58482500	58522500	-14	minusE2
chr15	58077500	58142500	-14	minusE2
chr15	57692500	57877500	-14	minusE2
chr15	57602500	57877500	-14	minusE2
chr15	53132500	53352500	-14	minusE2
chr15	42962500	43757500	-14	minusE2
chr15	38517500	38627500	-14	minusE2
chr15	36792500	36892500	-14	minusE2
chr15	35937500	36142500	-14	minusE2
chr15	26622500	27237500	-14	minusE2
chr15	21727500	21777500	-14	minusE2
chr15	18892500	18932500	-14	minusE2
chr15	100612500	100687500	-13	minusE2
chr15	100262500	100462500	-13	minusE2
chr15	99597500	99907500	-13	minusE2
chr15	97717500	97952500	-13	minusE2
chr15	96967500	97137500	-13	minusE2
chr15	95762500	96282500	-13	minusE2
chr15	94722500	95577500	-13	minusE2
chr15	91607500	91757500	-13	minusE2
chr15	91367500	91442500	-13	minusE2
chr15	90242500	90677500	-13	minusE2
chr15	90122500	90157500	-13	minusE2
chr15	86152500	86212500	-13	minusE2
chr15	82902500	83017500	-13	minusE2
chr15	82802500	83102500	-13	minusE2
chr15	73422500	73547500	-13	minusE2
chr15	72547500	72807500	-13	minusE2
chr15	64917500	65632500	-13	minusE2
chr15	61507500	61547500	-13	minusE2
chr15	59647500	59832500	-13	minusE2
chr15	59392500	59827500	-13	minusE2
chr15	59387500	59647500	-13	minusE2
chr15	52812500	53347500	-13	minusE2
chr15	44432500	44752500	-13	minusE2
chr15	36517500	36702500	-13	minusE2
chr15	42237500	42292500	-13	minusE2
chr15	38407500	38472500	-13	minusE2
chr15	34622500	34667500	-13	minusE2
chr15	32247500	32562500	-13	minusE2
chr15	31612500	32727500	-13	minusE2
chr15	30927500	31262500	-13	minusE2
chr15	27692500	27747500	-13	minusE2
chr15	30457500	30562500	-13	minusE2
chr15	27667500	27722500	-13	minusE2
chr15	11327500	11377500	-13	minusE2
chr15	10927500	11382500	-13	minusE2
chr15	10497500	10877500	-13	minusE2
chr15	7617500	7652500	-13	minusE2
chr15	102117500	102222500	-12	minusE2
chr15	101772500	101847500	-12	minusE2
chr15	101337500	101522500	-12	minusE2
chr15	98092500	98392500	-12	minusE2
chr15	96967500	97187500	-12	minusE2
chr15	95962500	96282500	-12	minusE2
chr15	84072500	84167500	-12	minusE2
chr15	82282500	82347500	-12	minusE2
chr15	79767500	79912500	-12	minusE2
chr15	68272500	68357500	-12	minusE2
chr15	61987500	63652500	-12	minusE2
chr15	59877500	61097500	-12	minusE2
chr15	57712500	57807500	-12	minusE2
chr15	44062500	44117500	-12	minusE2
chr15	43982500	44412500	-12	minusE2
chr15	41327500	41722500	-12	minusE2
chr15	38517500	38672500	-12	minusE2
chr15	37457500	37792500	-12	minusE2
chr15	36277500	36372500	-12	minusE2
chr15	31607500	32767500	-12	minusE2
chr15	27317500	27612500	-12	minusE2
chr15	24617500	24692500	-12	minusE2
chr15	24587500	25427500	-12	minusE2
chr15	12207500	12322500	-12	minusE2
chr15	8792500	8897500	-12	minusE2
chr15	3292500	3987500	-12	minusE2
chr15	102762500	102972500	-11	minusE2
chr15	101832500	101952500	-11	minusE2
chr15	101337500	101457500	-11	minusE2
chr15	101432500	101517500	-11	minusE2
chr15	100247500	100292500	-11	minusE2
chr15	98577500	98802500	-11	minusE2
chr15	97972500	98057500	-11	minusE2
chr15	94372500	94457500	-11	minusE2
chr15	93517500	94212500	-11	minusE2
chr15	92597500	93217500	-11	minusE2
chr15	91167500	91292500	-11	minusE2
chr15	84077500	84192500	-11	minusE2
chr15	83857500	84057500	-11	minusE2
chr15	79227500	79657500	-11	minusE2
chr15	78622500	78852500	-11	minusE2
chr15	78587500	78852500	-11	minusE2
chr15	78182500	78422500	-11	minusE2
chr15	60097500	60822500	-11	minusE2
chr15	59912500	60822500	-11	minusE2
chr15	58477500	58577500	-11	minusE2
chr15	57612500	57677500	-11	minusE2
chr15	52807500	53692500	-11	minusE2
chr15	48102500	48797500	-11	minusE2
chr15	44627500	44752500	-11	minusE2
chr15	44047500	44412500	-11	minusE2
chr15	41192500	41717500	-11	minusE2
chr15	39442500	39542500	-11	minusE2
chr15	34682500	34837500	-11	minusE2
chr15	34542500	34837500	-11	minusE2
chr15	30422500	30737500	-11	minusE2
chr15	24872500	24962500	-11	minusE2
chr15	24587500	25717500	-11	minusE2
chr15	12442500	12547500	-11	minusE2
chr15	11247500	11302500	-11	minusE2
chr15	10922500	11037500	-11	minusE2
chr15	6927500	7012500	-11	minusE2
